Topic,Count,话题,Name,Representation,Representative_Docs
257,20,,257_缘梦_a6swcyi9_http_cn,"['缘梦', 'a6swcyi9', 'http', 'cn', '手有余香', '赠人', '玫瑰', '项目', '前行', '成功']","['缘梦 驰援 四川 泸定 地震 赠人 玫瑰 手有余香 缘梦 驰援 四川 泸定 地震 项目 捐款 成功 缘梦 公益 http t cn A6SWcyi9 \u200b', '缘梦 驰援 四川 泸定 地震 赠人 玫瑰 手有余香 缘梦 驰援 四川 泸定 地震 项目 捐款 成功 缘梦 公益 http t cn A6SWcyi9 \u200b', '缘梦 驰援 四川 泸定 地震 赠人 玫瑰 手有余香 缘梦 驰援 四川 泸定 地震 项目 捐款 成功 缘梦 公益 http t cn A6SWcyi9 \u200b']"
258,20,,258_大拇指_竖起_转身_大妈,"['大拇指', '竖起', '转身', '大妈', '献血', '谢意', '某部', '感谢', '空军', '谢谢你们']","['谢谢你们 震区 群众 救援 人员 竖起 大拇指 月 日 四川 泸定 西部 战区 空军 某部 妥镇 转移 地震 被困 群众 直升机 落地 一位 大妈 转身 救援 人员 竖起 大拇指 点赞 谢意 网友 这句 无声 感谢 太 戳 大妈 救出 转身 竖起 大拇指 \u200b \u200b \u200b L 四川 观察 微博 视频 \u200b \u200b \u200b', '谢谢你们 震区 群众 救援 人员 竖起 大拇指 月 日 四川 泸定 西部 战区 空军 某部 妥镇 转移 地震 被困 群众 直升机 落地 一位 大妈 转身 救援 人员 竖起 大拇指 点赞 谢意 网友 这句 无声 感谢 太 戳 大妈 救出 转身 竖起 大拇指 \u200b \u200b \u200b L 四川 观察 微博 视频 \u200b \u200b \u200b 四川 观察 \u200b', '谢谢你们 震区 群众 救援 人员 竖起 大拇指 月 日 四川 泸定 西部 战区 空军 某部 妥镇 转移 地震 被困 群众 直升机 落地 一位 大妈 转身 救援 人员 竖起 大拇指 点赞 谢意 网友 这句 无声 感谢 太 戳 大妈 救出 转身 竖起 大拇指 \u200b \u200b \u200b L 四川 观察 微博 视频 \u200b \u200b \u200b']"
259,20,,259_政法_干警_担当_不负,"['政法', '干警', '担当', '不负', '出击', '政法系统', '高院', '之名', '尽锐', '彰显']","['\ue627 平安 守护者 战 疫 救灾 四川 政法 干警 一线 显 担当 疫情 命令 灾情 责任 全省 政法系统 党员干部 纷纷 下沉 战 疫 一线 政法 干警 第一 时间 尽锐 出击 不负 铁军 之名 主动 担当 实际行动 彰显 政法 力量 四川 法治 报 四川 反邪教 四川 高院 四川省 人民检察院 \u200b', '\ue627 平安 守护者 战 疫 救灾 四川 政法 干警 一线 显 担当 疫情 命令 灾情 责任 全省 政法系统 党员干部 纷纷 下沉 战 疫 一线 政法 干警 第一 时间 尽锐 出击 不负 铁军 之名 主动 担当 实际行动 彰显 政法 力量 四川 法治 报 四川 反邪教 四川 高院 四川省 人民检察院 \u200b', '\ue627 平安 守护者 战 疫 救灾 四川 政法 干警 一线 显 担当 疫情 命令 灾情 责任 全省 政法系统 党员干部 纷纷 下沉 战 疫 一线 政法 干警 第一 时间 尽锐 出击 不负 铁军 之名 主动 担当 实际行动 彰显 政法 力量 四川 法治 报 四川 反邪教 四川 高院 四川省 人民检察院 \u200b']"
260,20,,260_小孩_求助_护送_执勤,"['小孩', '求助', '护送', '执勤', '交警', '疾病', '突发', '警车', '警员', '安居']","['法治 四川 公安 小孩 突发 疾病 求助 交警 蜀黍 紧急 送医 群众 办实事 法治 四川 月 22 日 蓬溪 交警 执勤 交警 接 群众 求助 称 小孩 突发 疾病 急需 送医 救治 疫情 原因 县 城区 车辆 管控 前往 希望 交警 帮忙 执勤 警员 就近 警车 一路 护送 小孩 医院 就诊 ~ 四川 长安 网 \u200b', '法治 四川 公安 小孩 突发 疾病 求助 交警 蜀黍 紧急 送医 群众 办实事 法治 四川 月 22 日 蓬溪 交警 执勤 交警 接 群众 求助 称 小孩 突发 疾病 急需 送医 救治 疫情 原因 县 城区 车辆 管控 前往 希望 交警 帮忙 执勤 警员 就近 警车 一路 护送 小孩 医院 就诊 ~ 四川 长安 网 \u200b', '法治 四川 公安 小孩 突发 疾病 求助 交警 蜀黍 紧急 送医 群众 办实事 法治 四川 月 22 日 蓬溪 交警 执勤 交警 接 群众 求助 称 小孩 突发 疾病 急需 送医 救治 疫情 原因 县 城区 车辆 管控 前往 希望 交警 帮忙 执勤 警员 就近 警车 一路 护送 小孩 医院 就诊 ~ 四川 长安 网 \u200b']"
261,20,,261_娃娃_喝奶_下山_志豪,"['娃娃', '喝奶', '下山', '志豪', '学费', '胥鸿宇', '资助', '武警', '最淡定', '拮据']","['武警 背 喝奶 娃娃 下山 后续 故事 更 暖 武警 想 资助 背 下山 喝奶 娃娃 学费 记得 四川 泸定 震中 走 危险 路 喝 最淡定 奶 一幕 日前 岁 喝奶 娃娃 邱 志豪 背着 下山 武警 胥鸿宇 见面 胥鸿宇 得知 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 想 资助 志豪 上学 期间 学费 \u200b', '武警 背 喝奶 娃娃 下山 后续 故事 更 暖 武警 想 资助 背 下山 喝奶 娃娃 学费 记得 四川 泸定 震中 走 危险 路 喝 最淡定 奶 一幕 日前 岁 喝奶 娃娃 邱 志豪 背着 下山 武警 胥鸿宇 见面 胥鸿宇 得知 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 想 资助 志豪 上学 期间 学费 \u200b', '武警 背 喝奶 娃娃 下山 后续 故事 更 暖 武警 想 资助 背 下山 喝奶 娃娃 学费 记得 四川 泸定 震中 走 危险 路 喝 最淡定 奶 一幕 日前 岁 喝奶 娃娃 邱 志豪 背着 下山 武警 胥鸿宇 见面 胥鸿宇 得知 志豪 家中 拮据 房屋 地震 中 垮塌 爱人 想 资助 志豪 上学 期间 学费 \u200b']"
262,20,,262_退缩_接电话_距离_能源,"['退缩', '接电话', '距离', '能源', '大岗山', '大渡河', '公里', '中心', '后续', '水电站']","['寻找 身边 英雄 接起 电话 后续 无人 接听 应急 指挥 中心 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守 水电站 现已 恢 \u200b', '接起 电话 后续 无人 接听 应急 指挥 中心 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守', '接起 电话 后续 无人 接听 应急 指挥 中心 月 日 12 时 52 分 四川省 泸定县 发生 6.8 级 地震 距离 震中 仅 21 公里 国家 能源 集团 大渡河 大岗山 水电站 震感 危急关头 大渡河 大岗山 水电站 当班 值长 徐博海 退缩 选择 坚守 \u200b']"
263,20,,263_每到一地_自驾游_自由_游客,"['每到一地', '自驾游', '自由', '游客', '文旅部', '即将来临', '旅游部', '出发地', '假期', '自觉遵守']","['文旅部 国庆 假期 自驾游 自由 行 游客 每到一地 主动 核酸 四川 城市 服务台 国庆 假期 即将来临 文化 旅游部 提醒 游客 权威 渠道 出发地 目的地 最新 疫情 防控 政策 自觉遵守 当地政府 部门 发布 公告 提示 前往 国内 中 高风险 地区 旅游 自驾游 自由 行 游客 每到一地 主动 核酸 检 \u200b', '文旅部 国庆 假期 自驾游 自由 行 游客 每到一地 主动 核酸 四川 城市 服务台 国庆 假期 即将来临 文化 旅游部 提醒 游客 权威 渠道 出发地 目的地 最新 疫情 防控 政策 自觉遵守 当地政府 部门 发布 公告 提示 前往 国内 中 高风险 地区 旅游 自驾游 自由 行 游客 每到一地 主动 核酸 检 \u200b', '文旅部 国庆 假期 自驾游 自由 行 游客 每到一地 主动 核酸 四川 城市 服务台 国庆 假期 即将来临 文化 旅游部 提醒 游客 权威 渠道 出发地 目的地 最新 疫情 防控 政策 自觉遵守 当地政府 部门 发布 公告 提示 前往 国内 中 高风险 地区 旅游 自驾游 自由 行 游客 每到一地 主动 核酸 检 \u200b']"
264,20,,264_续假_台风_放假_老头,"['续假', '台风', '放假', '老头', '旱灾', '小心', '桂花', '停电', '地球', '听说']","['高温 限电 放假 疫情 放假 续假 地震 老头 听说 地震 问 成都 小心 点 成都 疫情 ## 四川 泸定 地震 \u200b', '高温 限电 放假 疫情 放假 续假 地震 老头 听说 地震 问 成都 小心 点 成都 疫情 ## 四川 泸定 地震 \u200b', '想 问 秋天 事 桂花 花期 天 今天下午 出门 闻见 桂花 飘香 天气 冷 新添 几件 长袖 四川 太难 酷暑 干旱 限电 洪水 疫情 地震 地震 08 年 地震 震感 最强 摇摇晃晃 晕晕乎乎 明天 意外 先 九月 \u200b']"
265,20,,265_中秋节_保重_月亮_以往,"['中秋节', '保重', '月亮', '以往', '中秋', '西九龍', '举头', '床前', '琐碎', '明月光']","['中秋节 过得 以往 更 艰难 四川 此起彼伏 疫情 这周 泸定 地震 生活 琐碎 烦恼 生活 依旧 美好 一家人 健康 平安 节日 图片 月亮 没 出门 ? \u200b', '\ue627 配音演员 赵成晨 床前 明月光 疑是 地上 霜 举头 望明月 低头 思 故乡 中秋节 快乐 中秋 遇上 疫情 封控 两个 孩子 没能 中秋 希望 疫情 赶紧 段时间 四川 真的 太平 前有 高温 地震 疫情 希望 灾祸 快快 散 平平安安 健健康康 今晚 特优 声 \u200b', '床前 明月光 疑是 地上 霜 举头 望明月 低头 思 故乡 中秋节 快乐 中秋 遇上 疫情 封控 两个 孩子 没能 中秋 希望 疫情 赶紧 段时间 四川 真的 太平 前有 高温 地震 疫情 希望 灾祸 快快 散 平平安安 健健康康 一句 中秋节 快乐 团圆 月饼']"
266,20,,266_擦亮_检察_吃苦_服从命令,"['擦亮', '检察', '吃苦', '服从命令', '听从指挥', '不畏艰险', '特别', '检察院', '发挥', '直击']","['直击 抗震救灾 一线 擦亮 检察 蓝 月 日 12 时 四川省 甘孜藏族自治州 泸定县 发生 6.8 级 地震 四川省 甘孜州 雅安市 启动 地震 灾害 应急 响应 甘孜州 雅安市 泸定县 石棉县 检察院 干警 积极响应 发挥 特别 吃苦 特别 精神 听从指挥 服从命令 不畏艰险 敢 \u200b', '直击 抗震救灾 一线 擦亮 检察 蓝 月 日 12 时 四川省 甘孜藏族自治州 泸定县 发生 6.8 级 地震 四川省 甘孜州 雅安市 启动 地震 灾害 应急 响应 甘孜州 雅安市 泸定县 石棉县 检察院 干警 积极响应 发挥 特别 吃苦 特别 精神 听从指挥 服从命令 不畏艰险 敢 \u200b', '直击 抗震救灾 一线 擦亮 检察 蓝 月 日 12 时 四川省 甘孜藏族自治州 泸定县 发生 6.8 级 地震 四川省 甘孜州 雅安市 启动 地震 灾害 应急 响应 甘孜州 雅安市 泸定县 石棉县 检察院 干警 积极响应 发挥 特别 吃苦 特别 精神 听从指挥 服从命令 不畏艰险 敢 \u200b']"
267,20,,267_分类管理_广元市_措施_返广,"['分类管理', '广元市', '措施', '返广', '重点', '第六版', '工作指南', '分级分类', '现对', '限度']","['月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 O 月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 限度 减少 人民 群众 生产 生活 影响 分级分类 做好 健康 管理 国务院 联防 联控 机制 四川省 新冠 肺炎 疫情 防控 工作指南 第六版 国内 疫情 形势 现对 国内 重点 地区 返广 人员 管控 措施 进 \u200b', '月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 O 月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 限度 减少 人民 群众 生产 生活 影响 分级分类 做好 健康 管理 国务院 联防 联控 机制 四川省 新冠 肺炎 疫情 防控 工作指南 第六版 国内 疫情 形势 现对 国内 重点 地区 返广 人员 管控 措施 进 \u200b', '月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 O 月 日 广元市 新冠 肺炎 疫情 防控 重点 人员 社区 分类管理 措施 发布 限度 减少 人民 群众 生产 生活 影响 分级分类 做好 健康 管理 国务院 联防 联控 机制 四川省 新冠 肺炎 疫情 防控 工作指南 第六版 国内 疫情 形势 现对 国内 重点 地区 返广 人员 管控 措施 进 \u200b']"
268,20,,268_一侧_挖掘机_机手_刘金梦,"['一侧', '挖掘机', '机手', '刘金梦', '这项', '坠落', '峭壁', '害怕', '急流', '开路']","['绝壁 开路 女 挖 机手 说 没 时间 害怕 四川 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 刘金梦 参与 这项 极限 操作 回忆 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 想 快点 路 抢通 被困 群众 救 32 岁 四川 姑娘 震后 开 挖掘机 救援 ↓ 了不起 \u200b', '绝壁 开路 女 挖 机手 说 没 时间 害怕 四川 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 刘金梦 参与 这项 极限 操作 回忆 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 想 快点 路 抢通 被困 群众 救 32 岁 四川 姑娘 震后 开 挖掘机 救援 ↓ 了不起 \u200b', '绝壁 开路 女 挖 机手 说 没 时间 害怕 四川 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 刘金梦 参与 这项 极限 操作 回忆 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 想 快点 路 抢通 被困 群众 救 32 岁 四川 姑娘 震后 开 挖掘机 救援 ↓ 了不起 \u200b']"
269,20,,269_沉着_凿通_一侧_挖掘机,"['沉着', '凿通', '一侧', '挖掘机', '悬崖', '点赞', '这项', '坠落', '峭壁', '姑娘']","['沉着 勇敢 绝壁 驾驶 挖掘机 凿通 救灾 道路 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 … … 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 四川 姑娘 刘金梦 参与 这项 极限 操作 想 快点 路 抢通 被困 群众 救 担当 青年 点赞 \u200b', '沉着 勇敢 绝壁 驾驶 挖掘机 凿通 救灾 道路 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 … … 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 四川 姑娘 刘金梦 参与 这项 极限 操作 想 快点 路 抢通 被困 群众 救 担当 青年 点赞 \u200b', '沉着 勇敢 绝壁 驾驶 挖掘机 凿通 救灾 道路 一侧 碎石 峭壁 一侧 滚滚 急流 巨石 坠落 危险 … … 泸定 地震 救援 中 挖掘机 贴 悬崖 造 出 一条 路 画面 感动 无数 四川 姑娘 刘金梦 参与 这项 极限 操作 想 快点 路 抢通 被困 群众 救 担当 青年 点赞 \u200b']"
270,20,,270_水上_217_省道_东河,"['水上', '217', '省道', '东河', '紧邻', '余件', '船艇', '堰塞湖', '受困', '库区']","['四川 泸定 6.8 级 地震 生命线 摆渡人 说 说 交通 近日 四川省 雅安市 石棉县 龙头 石 库区 新民 临时 码头 一场 希望 接力 震区 悄然 展开 受 泸定 6.8 级 地震 影响 雅安 石棉 县城 磨西 省 道 217 线 受损 多处 断道 紧邻 217 省道 大渡河 转运 伤员 受困 群众 救援队 \u200b', '生命线 摆渡人 近日 四川省 雅安市 石棉县 龙头 石 库区 新民 临时 码头 一场 希望 接力 震区 悄然 展开 受 泸定 6.8 级 地震 影响 雅安 石棉 县城 磨西 省 道 217 线 受损 多处 断道 紧邻 217 省道 大渡河 转运 伤员 受困 群众 救援 队伍 运送 应急 救灾物资 水上 生命 通道 \u200b', '生命线 摆渡人 近日 四川省 雅安市 石棉县 龙头 石 库区 新民 临时 码头 一场 希望 接力 震区 悄然 展开 受 泸定 6.8 级 地震 影响 雅安 石棉 县城 磨西 省 道 217 线 受损 多处 断道 紧邻 217 省道 大渡河 转运 伤员 受困 群众 救援 队伍 运送 应急 救灾物资 水上 生命 通道 \u200b']"
271,20,,271_地质灾害_气象_预警_黄色,"['地质灾害', '气象', '预警', '黄色', '中国气象局', '时至', '南部', '局部', '自然资源', '20']","['自然资源 部 中国气象局 月 日 18 时 联合 发布 地质灾害 气象 风险 预警 预计 月 日 20 时至 月 日 20 时 四川 泸定 6.8 级 地震 灾区 云南 西北部 局地 发生 地质灾害 气象 风险 高 黄色 预警 请 居民 防范 降水 引发 地质灾害 地质灾害 隐患 点 区域 O 网页 链接 \u200b', '自然资源 部 中国气象局 月 14 日 18 时 联合 发布 地质灾害 气象 风险 预警 预计 月 14 日 20 时至 月 15 日 20 时 辽宁 南部 山东 东南部 江苏 南部 东北部 浙江 中北部 安徽 东南部 四川 泸定 地震 灾区 发生 地质灾害 气象 风险 高 黄色 预警 O 网页 链接 \u200b \u200b \u200b', '地质灾害 预警 自然资源 部 中国气象局 月 12 日 18 时 联合 发布 地质灾害 气象 风险 预警 2022 年 月 12 日 20 时至 13 日 20 时 浙江 东北部 四川 泸定 6.8 级 地震 灾区 云南 南部 新疆 西北部 发生 地质灾害 风险 高 黄色 预警 \u200b']"
272,20,,272_昆明_大理_隔离_昆明机场,"['昆明', '大理', '隔离', '昆明机场', '大部分', '直飞', '风险', '酒店', '无语', '弹窗']","['昆明 疫情 昆明 防疫 政策 混乱 导致 大部分 基层人员 吵架 理论 无论是 机票 火车 公告 疾控 发布 提示 四川 隔离 大部分 昆明 疾控 发布 昆明 傻眼 劝 四川 朋友 近期 前往 昆明 \u200b', '昆明 疫情 防控 四川 进 昆明 隔离 \u200b', '昆明 疫情 想 四川 低 风险 昆明 隔离 \u200b']"
